customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2852,Male,1,Yes,Yes,65,No,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),84.62965764463897,602.4032377546586,Yes
2853,Female,0,No,Yes,20,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),107.32233927165704,1762.0120923951379,No
2854,Male,0,No,Yes,57,No,No phone service,No,No internet service,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),101.82812964234826,1888.1861474573438,Yes
2855,Female,1,No,Yes,26,No,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,54.29303090442202,1894.400833519182,No
2856,Female,0,Yes,Yes,14,No,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),63.8445266961446,7624.538896641001,No
2857,Female,1,No,Yes,31,Yes,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,81.68966675017121,6066.706113623837,Yes
2858,Female,0,No,Yes,33,No,No,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,96.34178196612785,7445.686037548559,No
2859,Female,1,Yes,No,25,No,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),49.93433823357515,1416.8959592632623,No
2860,Male,1,No,Yes,69,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,78.97523556052931,3912.399610641736,No
2861,Male,1,No,No,5,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),91.48572959002657,6455.363440649826,No
2862,Male,1,No,No,24,No,No,No,Yes,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),59.70991714224147,6608.669562162352,No
2863,Female,1,Yes,No,2,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,Yes,Mailed check,29.700068969050555,2976.4251533127144,No
2864,Male,1,No,Yes,5,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Two year,No,Mailed check,30.559733686809825,5260.792034862706,No
2865,Female,0,No,No,47,No,No phone service,No,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,98.69895517117563,6450.925795146315,No
2866,Male,0,No,No,1,No,No,No,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,105.34903560505646,816.6331067187051,No
2867,Female,1,Yes,Yes,21,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),66.2247742740716,5820.279412596482,No
2868,Female,0,Yes,No,52,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),59.33646066104609,51.027026166244774,No
2869,Female,1,No,No,41,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,40.34775352778886,4547.362717778522,No
2870,Female,0,No,Yes,51,Yes,No phone service,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),77.70949609203346,5544.311317748906,No
2871,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,No,Mailed check,63.74444974680479,4227.231694216176,No
2872,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,Yes,Electronic check,90.36998160232217,3787.6897952601503,No
2873,Male,1,Yes,Yes,35,No,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),42.441429687617244,2911.284969315522,No
2874,Male,0,No,Yes,7,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,83.30577730226155,7616.361167237301,No
2875,Female,0,Yes,No,11,Yes,No,No,No,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,28.68836725325809,7209.15612008947,No
2876,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Mailed check,91.51956564924038,1456.0414992133792,No
2877,Female,1,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),110.9745357748061,4642.325798089655,Yes
2878,Female,1,No,No,28,No,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),113.03548682668804,354.59789685486083,No
2879,Female,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),69.42828386900635,3034.4183229609566,Yes
2880,Female,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),73.99587021620111,3258.641566814539,No
2881,Male,1,No,No,43,Yes,No,No,No,No,No internet service,Yes,No,Yes,One year,Yes,Mailed check,85.48142493427304,7243.620542552222,No
2882,Female,0,Yes,No,32,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),73.87921929075713,4596.7629293424025,No
2883,Female,0,Yes,No,12,No,No,No,No,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),108.54904591869503,890.6409696398938,No
2884,Male,1,No,Yes,54,No,No,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),110.11981090363973,1235.5966592523616,Yes
2885,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),69.82706296842679,3081.220135852464,No
2886,Male,1,Yes,Yes,32,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),21.12498031248948,982.1199839743169,No
2887,Female,0,No,Yes,24,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,89.81315630947398,4264.217179862329,No
2888,Female,0,No,Yes,7,No,No phone service,No,Yes,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,58.56890115690221,7512.6995491445805,No
2889,Male,0,Yes,No,35,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,66.74957008808988,4096.689158996146,Yes
2890,Male,1,Yes,No,68,No,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,85.12794004526984,3438.508167946743,No
2891,Female,0,Yes,Yes,23,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),27.582484213524108,2850.9976458637693,No
2892,Male,1,Yes,Yes,34,No,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,No,Electronic check,53.07569905419254,5829.61670000211,No
2893,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,Yes,Electronic check,114.07616279464867,3250.8857408196577,No
2894,Female,0,Yes,No,11,No,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),95.41749899800321,5318.804303130892,No
2895,Female,0,Yes,Yes,54,No,Yes,No,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,109.72544097623577,501.2415413041864,No
2896,Female,0,Yes,No,63,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,28.109575795486492,7172.243828471755,Yes
2897,Male,1,Yes,Yes,23,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,No internet service,One year,No,Mailed check,78.22579789977605,5420.039549574246,No
2898,Male,0,No,Yes,17,No,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),22.579929499731207,6044.028118327635,Yes
2899,Female,1,Yes,Yes,40,No,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,24.65858111158832,5795.221571951987,Yes
2900,Male,1,Yes,No,36,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,Yes,One year,No,Electronic check,24.274721260850345,7522.8891076314885,Yes
2901,Male,0,Yes,Yes,62,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,42.36186703364017,7908.917211925525,No
2902,Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),33.78141556812948,2191.032163726348,No
2903,Female,0,Yes,No,49,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,103.39598243916022,1400.652725241927,No
2904,Male,0,No,No,14,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Two year,No,Credit card (automatic),83.7041345942428,5359.86929598156,No
2905,Female,0,Yes,No,21,No,No,No,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,37.33827201773891,2680.370310743093,Yes
2906,Female,1,Yes,No,2,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),94.7030660653148,6266.68291387277,Yes
2907,Male,1,No,Yes,13,No,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),81.22949567007383,6590.130749452589,Yes
2908,Female,0,Yes,No,8,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,55.603530487753744,4217.323355345468,No
2909,Female,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,75.76700161287793,1880.9069055587636,Yes
2910,Female,1,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),68.22307950813038,6963.527744252372,No
2911,Female,0,No,No,50,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),117.6108307839291,3093.509224302809,No
2912,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,102.12069767015835,4082.381692851239,Yes
2913,Male,0,No,No,59,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,63.765363494909614,6578.889995179427,No
2914,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),76.57015756802333,521.6520308029952,Yes
2915,Female,0,Yes,Yes,68,Yes,No,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,31.45413199891239,3539.9520377400613,No
2916,Male,1,Yes,No,27,Yes,No phone service,No,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),41.18480039220341,3677.1676907008236,No
2917,Male,1,Yes,No,7,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,83.35837773232738,1500.9400575371556,No
2918,Male,1,Yes,No,29,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,20.354138674946903,4067.8570687604924,Yes
2919,Female,1,No,No,70,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),43.44237999079847,4051.450878036104,No
2920,Female,0,Yes,Yes,37,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),76.43231201399966,1399.8042181270712,No
2921,Female,0,No,No,21,No,No,DSL,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,102.38434175867866,4806.772463841137,No
2922,Female,1,No,No,53,No,Yes,No,No,Yes,No internet service,Yes,No,No,One year,No,Electronic check,40.14282621294917,3375.322295697229,No
2923,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),109.93325709042874,6362.284682142001,No
2924,Male,1,No,Yes,72,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Electronic check,86.82880041426027,137.46318439538769,No
2925,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,49.15035069273417,5661.917997334448,Yes
2926,Female,0,No,Yes,38,Yes,No phone service,No,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,59.49308693901184,2883.7022497943235,No
2927,Male,0,No,No,21,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),103.36072054653013,4190.259829909641,No
2928,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Two year,No,Mailed check,70.16280631682338,3068.784517361665,Yes
2929,Male,0,Yes,Yes,7,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),38.76137959339654,2862.456590155843,No
2930,Male,0,Yes,Yes,15,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),58.55288821792159,6891.252334509726,Yes
2931,Male,1,No,No,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.19775172066771,1596.4434339564127,Yes
2932,Male,0,Yes,No,39,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,20.757932769742812,3763.237572107726,No
2933,Female,0,No,Yes,59,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,99.8112070075811,6497.224798023486,No
2934,Female,0,Yes,Yes,8,No,No,No,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),59.19789806328828,1993.5372293099329,No
2935,Male,0,Yes,No,69,No,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),105.05815943037197,6957.841166817564,No
2936,Female,1,No,No,64,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),27.573252805616843,5644.813038725357,No
2937,Male,1,Yes,No,59,No,No,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,29.987963496897876,5330.807097383208,No
2938,Female,1,Yes,Yes,9,No,No phone service,DSL,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,19.030853260697203,5328.734737036773,Yes
2939,Female,0,No,Yes,41,No,Yes,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,39.310242255632375,6300.887799532182,No
2940,Female,1,Yes,No,53,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),38.63258407142615,6417.112177485907,Yes
2941,Female,1,Yes,No,25,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.6998792984271,6796.114160237218,No
2942,Female,1,No,Yes,33,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),88.24616433174273,1784.163112706585,Yes
2943,Female,0,Yes,No,30,Yes,No,No,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,96.16593076333548,1898.709814741301,Yes
2944,Female,1,No,Yes,29,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.265035064847925,1608.1597156814296,No
2945,Male,0,Yes,No,2,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),104.7390518958819,3175.163901086728,No
2946,Male,0,Yes,Yes,31,Yes,No phone service,No,No internet service,Yes,No,No,Yes,Yes,One year,No,Electronic check,36.14417339173014,1654.434005881722,No
2947,Female,0,Yes,Yes,54,No,No,No,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,48.926075815898095,3919.079289455707,No
2948,Female,0,No,No,71,No,No,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),107.54700717695516,7548.813906252914,No
2949,Male,1,No,Yes,57,No,No,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,111.04876439937925,3638.746017024309,Yes
2950,Female,1,No,Yes,32,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,118.0438272164423,1328.1675341100336,No
2951,Female,1,No,Yes,21,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,118.43721397821749,2254.0027706265932,No
2952,Female,1,No,Yes,71,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,One year,No,Electronic check,107.73544115387762,4208.605131882533,No
2953,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,60.396237555349025,2226.7865521997896,No
2954,Male,1,No,No,20,Yes,No phone service,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,62.885246549782536,4375.472587682367,No
2955,Male,0,No,Yes,48,No,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,One year,No,Electronic check,53.59209131212625,297.6732087639937,Yes
2956,Male,1,No,Yes,59,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,No,Mailed check,46.48094987930446,7002.175778775595,No
2957,Male,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,84.20191644446032,2406.860066142993,No
2958,Male,0,No,No,43,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,One year,No,Mailed check,58.114606595938156,2375.996735143112,No
2959,Female,0,Yes,No,54,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),91.07993279542896,5496.721028769153,No
2960,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No,No,No internet service,Yes,Two year,No,Mailed check,89.85950980916803,3426.9670423607117,No
2961,Male,0,No,No,50,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),73.9723202869897,5457.82451365739,Yes
2962,Female,0,Yes,No,4,Yes,Yes,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),45.780619312624715,1443.5825596165475,Yes
2963,Male,1,No,Yes,11,No,No,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),113.60414780714088,1393.1195622427379,Yes
2964,Female,1,Yes,No,15,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,46.09882004339116,5333.5388775999745,No
2965,Female,1,No,No,63,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),91.67091054723525,6676.770974939653,No
2966,Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),105.94577761673814,4008.710771118487,No
2967,Male,0,Yes,No,10,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),96.65859419758407,7613.887305978518,No
2968,Male,0,No,Yes,24,No,No phone service,No,No,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,72.66554222933604,5173.784355184282,No
2969,Male,0,Yes,No,52,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,39.999255495936616,4280.249831977177,Yes
2970,Male,1,Yes,Yes,21,No,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,No,Electronic check,21.98456871091407,3353.152969244466,No
2971,Male,1,Yes,No,29,No,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),111.8050996906599,978.882117361426,No
2972,Female,0,No,Yes,39,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,111.1945188362559,6681.92412397913,No
2973,Female,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,38.351932016137816,2749.5782618534254,No
2974,Male,0,Yes,No,31,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),55.25262805439079,4329.386616822285,No
2975,Male,0,Yes,Yes,8,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),74.53842249358986,3588.212246689627,No
2976,Female,1,Yes,No,37,No,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),81.55558736074515,7083.113641672554,Yes
2977,Male,1,Yes,Yes,10,Yes,No phone service,No,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),41.45434022952545,5936.058248617147,No
2978,Male,1,No,Yes,37,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),73.95279882861551,4835.651219040723,Yes
2979,Female,1,No,No,43,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,48.13985282919818,6308.73510493479,No
2980,Male,0,Yes,Yes,64,No,Yes,No,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),85.84197789010831,1099.017396122766,Yes
2981,Male,1,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),113.19327972784336,1136.436240645932,No
2982,Male,1,No,No,45,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),61.93471903846491,7595.645002402005,Yes
2983,Male,0,Yes,No,46,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),18.681371352370164,2280.1603541077725,No
2984,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,91.64803443890926,1092.9898046193764,No
2985,Male,1,Yes,No,41,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,26.096087248155428,487.5612224938809,No
2986,Male,0,No,No,29,Yes,No phone service,No,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),61.649053474483075,50.34897420156847,Yes
2987,Female,1,No,Yes,29,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),28.38302374642865,6238.9889867437105,No
2988,Female,1,No,No,38,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),97.95807652651757,7802.051566634794,No
2989,Female,0,No,No,14,No,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,114.69726914137865,139.85089253290525,No
2990,Male,0,Yes,No,3,Yes,No,No,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Electronic check,103.14018953362773,3090.8455370049846,No
2991,Male,1,Yes,Yes,38,No,No phone service,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.970639281724768,70.24197412706063,Yes
2992,Male,1,Yes,No,70,No,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,19.973149260067753,4033.693897880286,Yes
2993,Female,0,No,Yes,40,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,64.40153279991335,5116.542725939766,No
2994,Female,1,Yes,No,2,Yes,No phone service,DSL,No,No,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),44.568559366898974,3065.550015139157,No
2995,Female,0,No,No,65,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,78.55956246307946,7398.865731712698,No
2996,Male,1,No,No,21,No,No phone service,No,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),86.80190037266547,7771.626336895152,No
2997,Female,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),118.92566749180277,458.2774602400081,Yes
2998,Male,1,No,Yes,2,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),35.3134092260511,6638.285152618621,No
2999,Female,0,No,Yes,62,No,No phone service,No,No internet service,Yes,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),28.19592469933039,7841.040653881463,No
3000,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),27.99888660952583,7975.257490715847,No
3001,Male,0,Yes,No,33,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,20.123762950683915,7251.9426547206085,No
3002,Male,1,Yes,No,5,Yes,Yes,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.84371393040558,5247.233048279039,No
3003,Female,0,Yes,No,17,No,No phone service,DSL,No internet service,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),42.364038715287506,3593.8894054974576,No
3004,Male,1,Yes,Yes,40,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Two year,Yes,Mailed check,109.35552922080018,1051.3631061259102,No
3005,Male,1,No,Yes,2,No,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.22903313528992,4011.501725623025,No
3006,Female,1,No,No,4,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),112.10889357855417,2553.5815009306,Yes
3007,Female,0,Yes,Yes,45,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,27.436327088248937,3001.1869166692695,No
3008,Male,1,Yes,No,31,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,73.15512542986606,2246.2898409266304,Yes
3009,Male,0,Yes,Yes,33,No,No phone service,No,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,39.81400568477065,4529.595928225491,No
3010,Female,0,No,Yes,30,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,23.05355147098477,385.1472829649789,Yes
3011,Female,1,No,Yes,10,No,Yes,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,78.9830288752025,4696.169751863436,No
3012,Male,0,No,No,20,No,Yes,No,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.90539129371737,7285.040138843489,No
3013,Male,1,Yes,Yes,20,No,No phone service,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),67.04217904479572,3624.2960552693157,No
3014,Female,1,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),58.940084653812434,1386.2222041076852,No
3015,Male,1,No,No,37,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,78.950701023039,1188.4121835522492,No
3016,Male,1,No,Yes,9,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.5917012512477,6991.542546977688,Yes
3017,Female,0,No,Yes,1,No,Yes,No,No,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,40.55992775386755,7284.438815862323,No
